dip_direction,dip,rake,magnitude,easting,northing,depth_m
295,50,-60.0,1.79,627979.3965303707,4079194.1901302133,-1130.0
245,50,-180.0,1.54,616623.5346191872,4091162.7821085495,-12270.0
215,35,110.0,1.21,627938.2856143288,4079951.8360155975,-6870.0
40,60,110.0,1.21,627938.2856143288,4079951.8360155975,-6870.0
95,15,20.0,1.62,606042.3246640468,4145099.019855096,-6080.0
165,20,170.0,1.62,606042.3246640468,4145099.019855096,-6080.0
80,40,10.0,1.62,606042.3246640468,4145099.019855096,-6080.0
245,60,170.0,0.92,619313.8398392576,4086650.7348861033,-10410.0
230,30,-180.0,1.49,620304.2939683449,4124393.130262686,-3770.0
165,85,40.0,1.97,632823.7334151175,4105790.3017735067,-8370.0
245,60,180.0,0.93,619088.2934652008,4086851.0003377367,-10580.0
90,60,-110.0,0.93,619088.2934652008,4086851.0003377367,-10580.0
235,70,100.0,1.8,583252.8196585403,4125275.1567739123,-5950.0
280,65,160.0,1.8,583252.8196585403,4125275.1567739123,-5950.0
275,80,130.0,1.8,583252.8196585403,4125275.1567739123,-5950.0
230,55,-180.0,1.55,617771.5615319291,4088645.013731233,-11340.0
210,75,-170.0,1.71,590531.4944049034,4114976.258777208,-8290.0
310,65,20.0,1.71,590531.4944049034,4114976.258777208,-8290.0
130,45,80.0,2.79,604537.8170438451,4102415.287819886,-5890.0
180,30,110.0,1.21,624764.4536731164,4081532.203322552,-7000.0
90,25,90.0,1.21,624764.4536731164,4081532.203322552,-7000.0
195,30,160.0,1.52,625862.8525269944,4080605.1807894264,-5960.0
65,65,160.0,1.46,601288.2327423777,4160112.655398311,-7780.0
220,35,100.0,2.81,574634.2371064387,4080297.7036033636,-5370.0
195,40,130.0,1.79,625429.8144768215,4080746.740782491,-5170.0
200,25,150.0,2.0,626528.0877554059,4078839.6088755718,-7660.0
110,85,-80.0,2.03,625962.0293488787,4078923.68816279,-7640.0
125,65,-180.0,3.0,554824.1656937841,4115610.9309751033,-16050.0
250,55,-160.0,1.13,617547.1276928426,4088771.3582989313,-12210.0
175,85,30.0,1.26,612334.6740170766,4147585.7912971736,-4920.0
265,70,180.0,1.26,612334.6740170766,4147585.7912971736,-4920.0
165,55,40.0,1.05,614866.544033161,4132842.913784638,-7380.0
140,85,-50.0,0.93,620356.8320094709,4085352.391585798,-9020.0
80,25,-130.0,1.68,608880.9202108916,4142268.9722633534,-6820.0
50,50,-150.0,1.68,608880.9202108916,4142268.9722633534,-6820.0
165,40,30.0,2.19,615103.0385903049,4132827.668937708,-7760.0
250,35,100.0,1.81,601160.4022717533,4099803.700302145,-12960.0
255,80,90.0,2.51,598365.4440445828,4105577.390090559,-9930.0
150,85,-50.0,1.27,619903.3591129866,4125552.567756133,-6730.0
130,60,-40.0,1.38,617591.1043566298,4142812.5990567394,-4450.0
130,40,10.0,1.97,565480.0591182209,4094089.9932093485,-6760.0
40,80,-150.0,1.97,565480.0591182209,4094089.9932093485,-6760.0
145,85,-30.0,1.43,623102.0453711442,4120105.865842185,-3140.0
70,65,-130.0,1.43,623102.0453711442,4120105.865842185,-3140.0
330,80,10.0,2.72,627367.1081650982,4113899.5316081173,-1880.0
230,40,70.0,3.4,568268.2344853132,4094130.4886585637,-12400.0
170,50,-30.0,1.58,616158.723233553,4141867.77429721,-5300.0
280,80,170.0,1.58,616158.723233553,4141867.77429721,-5300.0
240,50,130.0,2.28,600582.681028735,4157607.3342210623,-7420.0
205,25,150.0,1.95,628497.6575596756,4077352.5699655,-6850.0
350,85,-50.0,1.9,615948.2189552117,4143214.9845529315,-5380.0
245,65,140.0,1.9,615948.2189552117,4143214.9845529315,-5380.0
220,80,140.0,1.75,621495.1556061818,4085719.9721562746,-6300.0
165,60,40.0,1.7,614156.691682931,4133998.3610784593,-7170.0
220,45,170.0,1.53,618163.3034573789,4127358.854659752,-2960.0
220,80,140.0,1.46,621348.2593635931,4085606.910114207,-5900.0
155,35,-10.0,1.8,584471.8752651836,4168172.387113226,-5810.0
245,60,-160.0,1.8,584471.8752651836,4168172.387113226,-5810.0
90,55,-120.0,1.8,584471.8752651836,4168172.387113226,-5810.0
230,80,170.0,2.05,619215.9449160483,4126079.1191363265,-3960.0
145,30,10.0,2.05,619215.9449160483,4126079.1191363265,-3960.0
215,80,130.0,2.35,619690.4987284694,4094682.359207614,-4930.0
25,90,-90.0,1.96,562901.3246127887,4103777.9154771375,-9910.0
325,80,40.0,1.18,617224.4530103656,4089562.1204880476,-10230.0
215,65,130.0,2.0,626263.673314324,4079630.929872664,-6300.0
210,55,-160.0,1.69,625353.2434951686,4091971.5938993995,-2330.0
165,65,40.0,1.57,630833.7395581738,4109902.181726338,-6970.0
325,45,0.0,1.27,614391.7886465824,4133002.8617265197,-2820.0
215,55,150.0,1.28,625956.6468037501,4080292.1688430174,-6240.0
205,50,170.0,1.68,626799.9707896797,4079546.429086439,-4580.0
145,85,10.0,1.69,612882.1219145865,4135442.1336435066,-5890.0
225,55,160.0,2.32,618172.8643054381,4127728.885283704,-5210.0
145,55,-40.0,1.47,621521.5654966498,4123023.5490560397,-6740.0
190,45,110.0,1.55,610426.3918202593,4094094.2220264343,-14190.0
320,60,40.0,1.55,610426.3918202593,4094094.2220264343,-14190.0
105,70,0.0,2.63,552489.1253172442,4129408.547167211,510.0
205,55,60.0,2.02,600324.2137526809,4155847.2526402324,-6900.0
30,85,160.0,1.46,613657.0841489447,4092139.649709069,-14050.0
115,70,-70.0,1.27,619693.3340211913,4086064.2748169163,-9120.0
155,20,30.0,2.15,617946.3074226917,4128077.094981209,-5400.0
115,90,110.0,1.36,603547.1560818881,4153648.985838041,-4890.0
140,30,10.0,1.73,614352.1489177285,4133742.1057038205,-7080.0
220,85,120.0,1.52,614527.7907252929,4133855.476630782,-7180.0
80,25,-160.0,1.47,614473.7985825664,4133484.844279601,-7920.0
270,85,-110.0,1.47,614473.7985825664,4133484.844279601,-7920.0
215,55,150.0,2.62,622438.906044308,4084124.548550452,-6720.0
295,75,-20.0,1.91,619623.336632532,4095236.229411994,-3930.0
215,80,130.0,2.02,619609.0274681778,4095199.0394272357,-3920.0
225,70,160.0,1.42,617218.0069046734,4128381.2871929426,-1290.0
130,90,-60.0,1.31,618437.0871445402,4126807.8744315836,-3730.0
170,20,80.0,1.31,618437.0871445402,4126807.8744315836,-3730.0
235,45,0.0,1.63,592011.633827595,4109518.565419793,-11430.0
150,90,30.0,1.64,616796.4483372405,4130002.936747224,-6100.0
245,45,-170.0,1.64,616796.4483372405,4130002.936747224,-6100.0
170,75,20.0,1.75,616073.5554052037,4151151.166330781,-5440.0
30,70,-140.0,1.93,622651.3807184577,4093060.2282333043,-4640.0
220,75,-120.0,2.2,547143.333205187,4163123.054301577,-7150.0
230,55,-180.0,1.93,619178.7079670937,4125579.229526863,-1690.0
190,30,110.0,1.93,619178.7079670937,4125579.229526863,-1690.0
90,40,-20.0,1.87,595662.3441723097,4111408.454964184,-11840.0
315,85,10.0,2.05,619771.1899717472,4087914.7456407957,-6060.0
190,60,60.0,3.2,595478.9479443775,4096187.154534156,-5300.0
175,70,40.0,2.94,595628.2790405258,4096096.378816022,-4700.0
195,80,70.0,1.64,595140.3804582895,4095961.4383641826,-4750.0
200,65,80.0,2.15,595021.5402659469,4095978.5961976945,-4690.0
200,50,140.0,1.62,620175.9069374576,4087643.0570099344,-3990.0
210,65,100.0,2.51,582477.8408448601,4115392.760707449,-12650.0
170,45,110.0,2.51,582477.8408448601,4115392.760707449,-12650.0
215,60,60.0,3.4,581899.5924414255,4115516.5558394846,-12890.0
195,65,70.0,1.73,586571.2968103467,4107241.9178708703,-7720.0
150,75,30.0,1.39,616995.1748466645,4129524.846680506,-5900.0
250,50,120.0,1.26,581335.1445278791,4127956.1940424345,-5210.0
260,50,100.0,2.06,595433.2115176539,4096297.5918529658,-4810.0
200,65,140.0,1.44,625512.4113704953,4081191.8158094105,-5340.0
320,75,-60.0,1.67,607265.5277096087,4144005.0089402054,-6180.0
245,40,130.0,1.82,581348.3015342974,4128122.7513478533,-5350.0
175,85,-10.0,1.65,622569.8588256625,4150301.0693266788,-6840.0
310,60,150.0,1.59,596939.654735568,4109758.7134755105,-10870.0
150,75,30.0,1.87,616748.271425359,4130279.68627899,-7030.0
245,65,110.0,1.28,619594.203857353,4112990.273250507,-6800.0
225,20,160.0,1.82,622841.8558349682,4082965.245507491,-7560.0
125,65,60.0,1.49,629728.4676982027,4084380.611541722,-6280.0
315,85,-50.0,3.1,621965.5287656549,4085023.9432245083,-5780.0
170,45,50.0,2.75,622176.3424236812,4084823.5383197293,-5840.0
180,65,70.0,4.3,621846.4693851017,4085040.7294086157,-5730.0
315,60,-20.0,4.3,621077.3025052345,4085861.9584868234,-5490.0
205,70,110.0,2.77,620542.6750304488,4086908.5028729085,-4320.0
140,55,-20.0,1.97,605147.0758554086,4148268.6982772276,-2270.0
165,85,-10.0,1.61,628692.6918225454,4113364.829397486,-5250.0
230,75,-160.0,2.73,605191.5215595141,4148250.7653632215,-2240.0
200,65,70.0,2.07,568950.934784001,4094080.5449390574,-8570.0
210,85,140.0,1.05,605453.0469076369,4148549.983925781,-2009.9999999999998
165,50,50.0,2.63,625378.0123760692,4080228.144631468,-6660.0
210,35,40.0,1.33,592155.3878810457,4108558.5359184393,-12450.0
350,45,0.0,1.97,555616.6432277012,4103116.6314536207,-9850.0
195,35,40.0,3.0,623097.0316297021,4082783.9959198064,-7600.0
140,60,20.0,1.96,622117.7407603161,4084767.2145676,-4510.0
220,80,120.0,1.96,622117.7407603161,4084767.2145676,-4510.0
215,75,110.0,2.2,622356.4013404325,4084696.671124438,-4810.0
220,35,170.0,1.97,623452.1679124826,4082881.6127146906,-6820.0
145,90,-50.0,2.0,623513.9968316659,4082716.064944279,-7100.0
200,70,-150.0,1.76,599046.6744043985,4103070.357214718,-13050.0
140,65,-170.0,1.58,598729.0395839689,4103621.4170143884,-13220.0
140,25,-10.0,1.5,621899.4537105095,4122455.683911876,-6150.0
190,70,30.0,2.75,621397.2942898396,4085293.215364566,-4900.0
210,60,130.0,1.75,622083.260714822,4085099.60901127,-4770.0
210,30,110.0,1.57,579851.8749579923,4130123.9998707557,-5930.0
185,55,50.0,2.67,595229.9787641291,4095906.9690561737,-5730.0
310,85,50.0,1.29,626292.2940682594,4079705.330708846,-6320.0
230,35,170.0,1.66,623391.1460089708,4082991.6907937224,-6720.0
195,60,50.0,3.3,621546.5755657228,4085239.8675644617,-5510.0
190,55,20.0,2.27,621851.2405778783,4084707.9084627177,-5030.0
190,15,30.0,1.29,615693.9563124849,4131744.6296108216,-7350.0
185,65,80.0,2.89,622614.9832398826,4084275.0373393875,-5730.0
95,50,-70.0,1.42,626593.4605956299,4108246.8758872347,-4990.0
255,25,110.0,1.41,621664.8373218066,4085278.547435742,-4760.0
105,45,-60.0,1.21,626844.9325596208,4108269.1486776886,-5640.0
140,85,40.0,2.97,623245.0283325695,4082823.1269196467,-7100.0
220,70,160.0,2.08,623152.6963694704,4083043.7164233257,-6750.0
165,45,40.0,3.2,623456.193464059,4082604.262203618,-7170.0
225,35,170.0,2.83,623636.5864496306,4082458.930808386,-6550.0
215,30,160.0,1.75,624119.1931941458,4081966.6216565026,-7190.0
245,40,-170.0,1.32,623768.3878169744,4082590.305136341,-6820.0
220,35,170.0,1.52,623679.2660919231,4082589.0088363006,-6920.0
120,90,30.0,1.01,622022.9761780172,4093421.041604794,-4590.0
215,55,160.0,2.34,624226.9558060833,4081709.278876754,-6900.0
210,75,120.0,2.7,624243.9708769402,4081561.5755894314,-7190.0
215,30,160.0,1.25,624736.3688992456,4081420.8275475707,-7130.0
310,80,-40.0,1.91,623668.7133531352,4082292.952378924,-5950.0
205,20,60.0,1.78,600867.1933213185,4106975.3793952027,-4810.0
10,70,70.0,1.78,600867.1933213185,4106975.3793952027,-4810.0
220,55,80.0,2.14,600983.9029252689,4107124.7180918125,-4560.0
175,30,-50.0,1.15,615666.4808661544,4141195.115641279,-5460.0
245,10,60.0,1.15,615666.4808661544,4141195.115641279,-5460.0
210,25,160.0,1.61,624772.8575831183,4080959.012514246,-6800.0
220,45,110.0,1.33,627613.8947562064,4079780.5194448694,-7800.0
225,80,100.0,1.87,624634.2746178205,4081289.8736486994,-6520.0
325,60,30.0,1.87,624634.2746178205,4081289.8736486994,-6520.0
215,60,140.0,1.62,624708.825248023,4081272.4718512613,-6350.0
215,20,110.0,1.47,625437.472660287,4090289.8534647184,-7640.0
50,65,110.0,1.47,625437.472660287,4090289.8534647184,-7640.0
90,75,-170.0,1.11,616234.5810467456,4152281.6307498594,-6600.0
335,85,-40.0,1.38,630461.506491851,4110987.6406550347,-7890.0
210,30,150.0,1.25,624839.8163292543,4081459.332604367,-6730.0
215,75,130.0,3.02,625481.7445669243,4080248.1670978325,-6920.0
220,55,150.0,2.82,625320.2142662003,4080116.329451396,-5850.0
220,70,120.0,1.28,625793.7582093914,4080252.772082725,-6790.0
195,75,100.0,2.4,627106.8116536862,4078903.7088457434,-5140.0
205,45,170.0,1.69,627860.6471955035,4078193.7194007873,-4800.0
245,55,140.0,1.29,614088.6722861358,4090943.374720999,-13350.0
295,65,-30.0,1.53,612436.4179580774,4095785.056562165,-9330.0
225,70,130.0,2.8,625177.5188740769,4080724.5324476045,-6890.0
220,60,150.0,1.72,625343.1235662312,4080579.0173594053,-6230.0
240,75,120.0,1.72,625343.1235662312,4080579.0173594053,-6230.0
215,45,150.0,2.16,625162.1181217373,4080761.2940018526,-6900.0
235,40,-180.0,1.41,626305.5070384749,4079816.491270624,-6550.0
120,80,60.0,1.23,621304.8284715858,4093836.096822872,-4490.0
215,25,180.0,1.32,626367.411218228,4079650.962973799,-6540.0
220,50,120.0,3.21,601826.3503885776,4108503.319537773,-3680.0
200,30,50.0,2.34,601694.1990544914,4108409.26037196,-3900.0
150,65,70.0,2.16,626472.5219228505,4079578.5472275256,-5040.0
220,65,150.0,2.51,624925.2222589008,4080702.331624537,-7390.0
220,60,170.0,2.55,624483.2809244798,4081454.109340595,-6920.0
70,50,-140.0,1.49,603645.0402784508,4157608.0202116016,-4860.0
145,70,-20.0,1.49,603645.0402784508,4157608.0202116016,-4860.0
145,85,-30.0,1.2,619041.9416038168,4086979.806321839,-10740.0
235,55,-180.0,1.67,617240.3158816707,4089488.3652207903,-10570.0
125,50,-150.0,2.42,614690.8460884423,4161637.3447535443,-5150.0
340,85,-10.0,2.16,630861.0555736283,4110050.5688964156,-7240.0
160,70,30.0,1.43,630920.8533174003,4110014.506518862,-7920.0
120,60,-130.0,2.84,604146.7511022182,4161035.8021037597,-9310.0
265,60,170.0,2.84,604146.7511022182,4161035.8021037597,-9310.0
220,40,170.0,1.57,618207.8886795695,4127340.988475065,-2920.0
235,85,140.0,3.5,619736.5764358115,4125846.10312564,-7020.0
30,90,140.0,1.41,624671.5276552854,4081789.7573627806,-4680.0
195,45,80.0,1.93,622856.6011493676,4084001.116832,-5620.0
60,55,170.0,1.61,630066.0371744989,4111665.8566188524,-8029.999999999999
250,50,140.0,1.72,621040.4336061956,4150075.226510792,-5930.0
100,50,180.0,1.72,621040.4336061956,4150075.226510792,-5930.0
10,40,40.0,1.59,590300.9146494631,4114400.5190051445,-9470.0
210,65,120.0,2.43,625432.8117540968,4080543.350492787,-5950.0
130,90,-30.0,2.16,626567.9969601373,4079154.6014933996,-5900.0
75,75,-150.0,1.69,614559.6975102237,4161543.0538104735,-5010.0
245,55,-160.0,1.1,608628.5716268687,4143523.306082007,-10100.0
75,90,-140.0,1.1,608628.5716268687,4143523.306082007,-10100.0
220,70,80.0,1.31,595882.672694571,4095895.8415231085,-3590.0
60,90,-130.0,1.46,619162.4159780147,4126725.677839612,-5680.0
145,90,-40.0,2.02,617469.0767323087,4089047.6818551156,-10130.0
165,70,50.0,1.42,611727.4528761619,4137886.3955477024,-6580.0
70,20,-180.0,1.42,611727.4528761619,4137886.3955477024,-6580.0
180,80,40.0,1.16,615343.1755855773,4142170.874109165,-6210.0
85,90,-180.0,1.16,615343.1755855773,4142170.874109165,-6210.0
235,65,-170.0,2.1,613089.7602047904,4134279.780794629,-2020.0
195,35,110.0,2.1,613089.7602047904,4134279.780794629,-2020.0
350,85,-10.0,1.52,617008.1727528177,4153846.098380777,-5370.0
195,75,80.0,2.09,585713.3371315327,4105679.84577831,-9160.0
140,35,10.0,1.53,602552.6211383593,4077795.978556873,-3580.0
60,55,170.0,1.53,602552.6211383593,4077795.978556873,-3580.0
195,35,150.0,1.6,625761.8572467376,4080400.253227922,-6250.0
295,50,-20.0,1.45,623720.6000698367,4093001.788868046,-2510.0
135,85,60.0,1.3,597088.8546868911,4154218.3185126167,-7090.0
40,65,170.0,1.3,597088.8546868911,4154218.3185126167,-7090.0
300,50,-20.0,1.3,597088.8546868911,4154218.3185126167,-7090.0
230,75,130.0,1.55,610502.967558153,4093910.288402524,-14550.0
310,35,-10.0,1.55,610502.967558153,4093910.288402524,-14550.0
180,40,90.0,1.69,610695.5584434626,4093931.2950804927,-14610.0
225,50,170.0,1.44,618555.8165426144,4126772.5628872835,-3380.0
210,55,-160.0,1.53,602661.258833484,4078647.925180527,-4200.0
110,45,-50.0,1.36,602840.6906846433,4078557.629155711,-3830.0
50,60,170.0,1.56,619272.686388161,4126246.379565556,-6270.0
235,85,-180.0,2.5,619903.6234502716,4125534.0766541474,-6540.0
145,90,-10.0,3.9,620053.2572182252,4125406.752815775,-7120.0
325,85,-30.0,1.67,615684.5555239199,4131356.1109451577,-4920.0
220,55,80.0,2.02,595932.3960681827,4095434.1005001194,-3980.0
140,10,50.0,1.54,587803.0029500996,4121197.741850824,-8560.0
340,60,70.0,1.54,587803.0029500996,4121197.741850824,-8560.0
320,80,40.0,1.52,604695.8750399573,4107595.3016370265,-3530.0
145,90,-50.0,1.49,624343.0950463279,4081895.9151224946,-7110.0
95,70,-170.0,2.68,615524.2940082832,4158856.092429837,-6910.0
265,75,-30.0,2.37,600406.5221814079,4103363.7984981243,-10970.0
205,65,-130.0,2.37,600406.5221814079,4103363.7984981243,-10970.0
130,65,-50.0,1.08,617239.5495911519,4089543.8354289955,-10410.0
190,55,80.0,1.99,567600.2776267783,4138374.3554346343,-9040.0
300,70,-20.0,1.29,629823.5602935357,4089819.4841077966,-5030.0
225,30,-180.0,1.42,624087.8216567127,4118455.8104294674,-2480.0
205,25,70.0,1.42,624087.8216567127,4118455.8104294674,-2480.0
125,85,-10.0,2.07,624837.9174305982,4081588.7628512043,-5570.0
215,70,140.0,2.07,625247.4499081661,4081021.4657360655,-5740.0
45,75,170.0,1.85,608509.4013510348,4143614.2268338026,-10310.0
300,85,-50.0,1.47,623666.6527480554,4092631.116824453,-2950.0
95,45,-170.0,2.0,615737.4110989297,4141399.544013868,-5380.0
180,70,10.0,2.0,615737.4110989297,4141399.544013868,-5380.0
85,90,-180.0,2.0,615737.4110989297,4141399.544013868,-5380.0
155,45,40.0,1.93,628040.374627162,4078103.9479721854,-4620.0
125,65,-40.0,3.1,617131.7916657533,4088747.123626643,-12230.0
140,85,-30.0,1.79,617592.6798570423,4088698.0147761046,-11550.0
135,65,-40.0,1.98,617442.4624474023,4088825.390398218,-11510.0
220,40,160.0,2.05,617875.5605259322,4127854.162254051,-3230.0
55,85,-140.0,2.0,617891.3748398112,4127780.4055790403,-3320.0
120,60,10.0,2.03,622036.4796536377,4093513.706620529,-5000.0
360,85,-70.0,1.55,585301.4107576704,4105398.2967890506,-8520.0
115,40,-140.0,1.55,585301.4107576704,4105398.2967890506,-8520.0
115,70,-60.0,1.77,615295.3841941407,4091699.429868016,-9980.0
145,30,0.0,1.88,613363.9792754907,4134745.858139573,-5130.0
250,65,150.0,1.93,611574.5265666178,4166828.991795157,-7240.0
250,60,150.0,1.63,611572.7813158965,4166958.436097865,-7380.0
75,85,-160.0,1.63,611572.7813158965,4166958.436097865,-7380.0
30,70,-170.0,1.22,611728.194804258,4137830.9217770416,-6750.0
160,50,-10.0,1.77,631097.9427509945,4108149.2233920903,-4510.0
215,70,80.0,1.45,606953.1038644911,4152249.5378204747,-12070.0
315,65,-20.0,2.18,611742.4561950176,4137868.101656411,-6820.0
215,45,160.0,1.53,617105.4686893458,4089578.971399897,-10220.0
170,20,60.0,1.53,617105.4686893458,4089578.971399897,-10220.0
10,90,60.0,1.62,615507.2018769486,4142043.678645069,-6010.0
95,45,-150.0,1.23,615817.5527945551,4143065.208404194,-6080.0
165,55,-20.0,1.23,615817.5527945551,4143065.208404194,-6080.0
220,20,-50.0,1.96,613014.2673604531,4094720.1292630914,-12480.0
250,20,-30.0,1.51,613205.1061083808,4094870.62445286,-12450.0
145,45,-60.0,1.28,616434.6241167093,4151674.082545151,-8380.0
175,30,50.0,2.47,604946.4787230904,4107690.881071463,-3980.0
150,85,40.0,1.32,618246.9960332518,4127711.436000844,-5460.0
160,60,30.0,1.53,555174.9379757957,4163135.6663166615,-11280.0
280,40,-60.0,1.53,555174.9379757957,4163135.6663166615,-11280.0
195,75,80.0,1.44,555695.8620123029,4162233.048386226,-11080.0
225,45,170.0,2.49,619847.545157264,4085659.5870528338,-10890.0
70,90,-150.0,1.48,615825.985326653,4151998.499160763,-5340.0
340,85,20.0,1.48,615825.985326653,4151998.499160763,-5340.0
220,60,100.0,1.99,607709.894461525,4098885.941722007,-9490.0
210,70,140.0,3.08,615549.6050702041,4092646.0601814636,-8760.0
210,45,160.0,1.49,615660.2175309153,4093239.362640578,-8000.0
210,65,150.0,1.44,615569.9491214416,4093330.599265161,-7980.0
75,90,-110.0,2.42,570045.5597623992,4092647.258117385,-13260.0
225,55,-150.0,1.36,615795.7500500022,4093093.2643752024,-8670.0
330,60,10.0,1.54,626970.3435115032,4114688.831314598,-3390.0
325,80,0.0,2.4,627804.6966127452,4113351.30573606,-2840.0
225,70,170.0,1.59,617397.3550378138,4128235.8398759123,-1650.0
195,60,130.0,3.1,626326.4007563611,4079409.9312547864,-6440.0
220,85,130.0,2.66,626384.7401487496,4079484.7733272193,-6450.0
215,85,140.0,2.38,626550.6641321123,4079320.790797123,-6470.0
230,70,140.0,1.66,626761.1737122249,4079157.4748402536,-5190.0
310,75,10.0,2.86,626326.1264432099,4079428.4212705446,-6380.0
195,30,150.0,1.72,626398.7758725715,4079540.4639539393,-6110.0
210,55,160.0,1.7,626559.7520534422,4079709.302154377,-5700.0
185,20,160.0,1.58,627090.0199141833,4079032.917231836,-5750.0
110,75,-30.0,1.61,618649.7529299369,4087418.16636467,-10740.0
235,50,160.0,1.4,619738.9184325986,4085990.942289396,-10580.0
135,80,-40.0,1.92,616965.0173267808,4090076.361264769,-9070.0
250,60,120.0,1.54,607813.642125842,4100052.330683786,-7050.0
85,35,-180.0,1.87,615847.4510890037,4141974.416434336,-5670.0
200,65,100.0,1.08,631164.8000858527,4108612.6472735577,-6560.0
225,70,150.0,1.25,617895.7962623888,4127466.056660048,-2110.0
330,45,-10.0,1.97,604473.3341421565,4147927.319104957,-8360.0
290,25,-60.0,1.97,604473.3341421565,4147927.319104957,-8360.0
160,80,70.0,2.11,612684.838538823,4096065.759384121,-12010.0
45,20,-170.0,2.11,612684.838538823,4096065.759384121,-12010.0
190,70,120.0,1.22,610082.5920765074,4094293.1735897935,-13880.0
200,80,50.0,1.21,582330.2568166615,4115354.3317224705,-11450.0
140,80,-30.0,2.37,617759.2835321684,4088459.9072750793,-11140.0
230,55,-180.0,2.39,617699.6547947258,4088477.5739894086,-11210.0
140,70,-40.0,1.76,617728.0588692916,4088570.4358764146,-11250.0
135,90,-20.0,1.6,623587.4578056915,4082772.6138271135,-6020.0
220,65,150.0,1.4,620419.7131800841,4087202.659460391,-4090.0
105,85,-60.0,1.61,546442.8655754616,4164746.359121034,-5770.0
145,90,20.0,1.66,613902.4480897022,4134235.3252460104,-7090.0
50,90,-120.0,1.66,613902.4480897022,4134235.3252460104,-7090.0
315,85,30.0,1.7,613283.9082318272,4135207.138179672,-7370.0
45,90,-120.0,1.35,613165.8220702618,4135205.539073333,-7380.0
75,70,-140.0,1.35,613165.8220702618,4135205.539073333,-7380.0
65,70,-140.0,1.34,614474.0516069104,4133466.3530833125,-7310.0
145,60,-10.0,1.34,614474.0516069104,4133466.3530833125,-7310.0
95,60,-160.0,1.47,617818.2914539481,4155929.0474576866,-6270.0
165,45,-30.0,1.47,617818.2914539481,4155929.0474576866,-6270.0
225,85,110.0,1.97,611708.9876222122,4138163.567123069,-6460.0
155,35,20.0,1.4,603192.1728793291,4078987.2007978153,-3290.0
190,55,-20.0,2.67,615738.6934899237,4141307.0868286826,-5460.0
250,70,130.0,1.86,595211.6154387587,4096221.12875706,-4670.0
115,75,60.0,1.64,621736.6037643392,4093731.323418315,-4530.0
130,90,50.0,1.69,591614.6058599532,4159130.948905075,-6060.0
60,50,-140.0,1.69,591614.6058599532,4159130.948905075,-6060.0
145,85,10.0,1.42,591691.2594350252,4158854.390028306,-4830.0
35,80,-140.0,1.5,603251.5418186063,4077767.436446867,-3300.0
65,45,-130.0,1.5,603251.5418186063,4077767.436446867,-3300.0
30,90,150.0,1.9,603395.8897293105,4078120.538549367,-3510.0
295,75,20.0,2.07,603243.8499913,4077175.5942805177,-3380.0
45,85,-140.0,2.53,603300.4473634977,4078637.1617687866,-3900.0
85,60,-150.0,1.49,616238.8214196695,4144587.6682951488,-6330.0
80,50,50.0,2.1,573122.6766313915,4081578.910274878,-1380.0
230,35,-180.0,1.78,620326.6111251739,4085388.951114161,-9750.0
230,20,160.0,1.86,622033.4304713269,4083397.459183689,-8700.0
210,80,150.0,2.78,627320.1062920949,4078555.5059805997,-6100.0
135,75,40.0,2.78,627320.1062920949,4078555.5059805997,-6100.0
65,75,-100.0,1.91,555639.0035746265,4161936.7962248395,-11560.0
15,90,-120.0,1.46,625312.0102779818,4091749.0521524097,-3090.0
290,75,-40.0,1.46,625312.0102779818,4091749.0521524097,-3090.0
190,50,60.0,1.57,555277.5346616204,4163191.8259380464,-10380.0
240,50,150.0,1.57,555277.5346616204,4163191.8259380464,-10380.0
140,50,20.0,2.16,627382.5912820819,4078353.004578579,-5960.0
220,60,130.0,2.16,627382.5912820819,4078353.004578579,-5960.0
225,75,150.0,2.37,590758.7028220041,4160675.0102868457,-6320.0
70,50,-140.0,2.37,590758.7028220041,4160675.0102868457,-6320.0
150,80,30.0,1.63,618822.6552103084,4148508.135503977,-8850.0
210,75,120.0,1.61,615257.5652728643,4132330.439188696,-7260.0
130,60,70.0,1.77,626865.4117087355,4087111.5516564306,-5820.0
135,70,-60.0,2.35,622016.721165737,4083526.676193398,-8740.0
335,70,-40.0,1.28,629412.1807794047,4112784.0040050377,-6370.0
150,85,40.0,1.66,618184.5095075722,4127950.9871029733,-5480.0
235,85,150.0,1.66,618184.5095075722,4127950.9871029733,-5480.0
320,85,50.0,1.95,617762.5410893564,4090364.7972300556,-6460.0
320,80,50.0,2.18,616044.9059095128,4093318.5948649757,-6090.0
150,65,-10.0,1.44,627818.3738593602,4113425.494211271,-2840.0
50,85,-120.0,1.37,612500.171993396,4136398.7029391928,-6980.0
170,45,20.0,1.77,598085.3527947852,4153397.791609364,-6730.0
75,35,-180.0,1.77,598085.3527947852,4153397.791609364,-6730.0
155,90,30.0,1.58,555176.0462713281,4162969.246610773,-11270.0
155,85,-180.0,1.45,604530.9549115561,4102969.9923876356,-10830.0
280,50,80.0,1.45,604530.9549115561,4102969.9923876356,-10830.0
135,70,-40.0,1.66,604932.0744407438,4147785.1330230944,-4610.0
135,80,40.0,1.06,604391.6289071193,4147389.9601548035,-7230.0
55,50,-170.0,1.4,603435.2466881755,4148432.1970580616,-7180.0
60,25,-170.0,1.4,603435.2466881755,4148432.1970580616,-7180.0
25,75,-170.0,2.32,625832.7010360443,4091664.2899249885,-6360.0
