"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
2.6568e-17,0.43388,0.90097,5.6659e+05,4.1437e+06,-3261.4
4.7873e-17,0.78183,0.62349,5.6659e+05,4.1438e+06,-3289.2
5.9697e-17,0.97493,0.22252,5.6659e+05,4.1438e+06,-3329.3
5.9697e-17,0.97493,-0.22252,5.6659e+05,4.1438e+06,-3373.8
4.7873e-17,0.78183,-0.62349,5.6659e+05,4.1438e+06,-3413.9
2.6568e-17,0.43388,-0.90097,5.6659e+05,4.1437e+06,-3441.6
-0.3068,0.3068,0.90097,5.6656e+05,4.1437e+06,-3261.4
-0.55284,0.55284,0.62349,5.6653e+05,4.1438e+06,-3289.2
-0.68938,0.68938,0.22252,5.6652e+05,4.1438e+06,-3329.3
-0.68938,0.68938,-0.22252,5.6652e+05,4.1438e+06,-3373.8
-0.55284,0.55284,-0.62349,5.6653e+05,4.1438e+06,-3413.9
-0.3068,0.3068,-0.90097,5.6656e+05,4.1437e+06,-3441.6
-0.43388,5.3135e-17,0.90097,5.6655e+05,4.1437e+06,-3261.4
-0.78183,9.5747e-17,0.62349,5.6651e+05,4.1437e+06,-3289.2
-0.97493,1.1939e-16,0.22252,5.6649e+05,4.1437e+06,-3329.3
-0.97493,1.1939e-16,-0.22252,5.6649e+05,4.1437e+06,-3373.8
-0.78183,9.5747e-17,-0.62349,5.6651e+05,4.1437e+06,-3413.9
-0.43388,5.3135e-17,-0.90097,5.6655e+05,4.1437e+06,-3441.6
-0.3068,-0.3068,0.90097,5.6656e+05,4.1437e+06,-3261.4
-0.55284,-0.55284,0.62349,5.6653e+05,4.1436e+06,-3289.2
-0.68938,-0.68938,0.22252,5.6652e+05,4.1436e+06,-3329.3
-0.68938,-0.68938,-0.22252,5.6652e+05,4.1436e+06,-3373.8
-0.55284,-0.55284,-0.62349,5.6653e+05,4.1436e+06,-3413.9
-0.3068,-0.3068,-0.90097,5.6656e+05,4.1437e+06,-3441.6
-7.9703e-17,-0.43388,0.90097,5.6659e+05,4.1437e+06,-3261.4
-1.4362e-16,-0.78183,0.62349,5.6659e+05,4.1436e+06,-3289.2
-1.7909e-16,-0.97493,0.22252,5.6659e+05,4.1436e+06,-3329.3
-1.7909e-16,-0.97493,-0.22252,5.6659e+05,4.1436e+06,-3373.8
-1.4362e-16,-0.78183,-0.62349,5.6659e+05,4.1436e+06,-3413.9
-7.9703e-17,-0.43388,-0.90097,5.6659e+05,4.1437e+06,-3441.6
0.3068,-0.3068,0.90097,5.6662e+05,4.1437e+06,-3261.4
0.55284,-0.55284,0.62349,5.6664e+05,4.1436e+06,-3289.2
0.68938,-0.68938,0.22252,5.6666e+05,4.1436e+06,-3329.3
0.68938,-0.68938,-0.22252,5.6666e+05,4.1436e+06,-3373.8
0.55284,-0.55284,-0.62349,5.6664e+05,4.1436e+06,-3413.9
0.3068,-0.3068,-0.90097,5.6662e+05,4.1437e+06,-3441.6
0,0,1,5.6609e+05,4.1431e+06,-3412.2
0,0,-1,5.6609e+05,4.1431e+06,-3612.2
0.43388,0,0.90097,5.6613e+05,4.1431e+06,-3422.1
0.78183,0,0.62349,5.6617e+05,4.1431e+06,-3449.9
0.97493,0,0.22252,5.6619e+05,4.1431e+06,-3490
0.97493,0,-0.22252,5.6619e+05,4.1431e+06,-3534.5
0.78183,0,-0.62349,5.6617e+05,4.1431e+06,-3574.6
0.43388,0,-0.90097,5.6613e+05,4.1431e+06,-3602.3
0.3068,0.3068,0.90097,5.6612e+05,4.1431e+06,-3422.1
0.55284,0.55284,0.62349,5.6614e+05,4.1431e+06,-3449.9
0.68938,0.68938,0.22252,5.6616e+05,4.1432e+06,-3490
0.68938,0.68938,-0.22252,5.6616e+05,4.1432e+06,-3534.5
0.55284,0.55284,-0.62349,5.6614e+05,4.1431e+06,-3574.6
0.3068,0.3068,-0.90097,5.6612e+05,4.1431e+06,-3602.3
2.6568e-17,0.43388,0.90097,5.6609e+05,4.1431e+06,-3422.1
4.7873e-17,0.78183,0.62349,5.6609e+05,4.1432e+06,-3449.9
5.9697e-17,0.97493,0.22252,5.6609e+05,4.1432e+06,-3490
5.9697e-17,0.97493,-0.22252,5.6609e+05,4.1432e+06,-3534.5
4.7873e-17,0.78183,-0.62349,5.6609e+05,4.1432e+06,-3574.6
2.6568e-17,0.43388,-0.90097,5.6609e+05,4.1431e+06,-3602.3
-0.3068,0.3068,0.90097,5.6606e+05,4.1431e+06,-3422.1
-0.55284,0.55284,0.62349,5.6603e+05,4.1431e+06,-3449.9
-0.68938,0.68938,0.22252,5.6602e+05,4.1432e+06,-3490
-0.68938,0.68938,-0.22252,5.6602e+05,4.1432e+06,-3534.5
-0.55284,0.55284,-0.62349,5.6603e+05,4.1431e+06,-3574.6
-0.3068,0.3068,-0.90097,5.6606e+05,4.1431e+06,-3602.3
-0.43388,5.3135e-17,0.90097,5.6605e+05,4.1431e+06,-3422.1
-0.78183,9.5747e-17,0.62349,5.6601e+05,4.1431e+06,-3449.9
-0.97493,1.1939e-16,0.22252,5.6599e+05,4.1431e+06,-3490
-0.97493,1.1939e-16,-0.22252,5.6599e+05,4.1431e+06,-3534.5
-0.78183,9.5747e-17,-0.62349,5.6601e+05,4.1431e+06,-3574.6
-0.43388,5.3135e-17,-0.90097,5.6605e+05,4.1431e+06,-3602.3
-0.3068,-0.3068,0.90097,5.6606e+05,4.1431e+06,-3422.1
-0.55284,-0.55284,0.62349,5.6603e+05,4.143e+06,-3449.9
-0.68938,-0.68938,0.22252,5.6602e+05,4.143e+06,-3490
-0.68938,-0.68938,-0.22252,5.6602e+05,4.143e+06,-3534.5
-0.55284,-0.55284,-0.62349,5.6603e+05,4.143e+06,-3574.6
-0.3068,-0.3068,-0.90097,5.6606e+05,4.1431e+06,-3602.3
-7.9703e-17,-0.43388,0.90097,5.6609e+05,4.1430e+06,-3422.1
-1.4362e-16,-0.78183,0.62349,5.6609e+05,4.143e+06,-3449.9
-1.7909e-16,-0.97493,0.22252,5.6609e+05,4.143e+06,-3490
-1.7909e-16,-0.97493,-0.22252,5.6609e+05,4.143e+06,-3534.5
-1.4362e-16,-0.78183,-0.62349,5.6609e+05,4.143e+06,-3574.6
-7.9703e-17,-0.43388,-0.90097,5.6609e+05,4.1430e+06,-3602.3
0.3068,-0.3068,0.90097,5.6612e+05,4.1431e+06,-3422.1
0.55284,-0.55284,0.62349,5.6614e+05,4.143e+06,-3449.9
0.68938,-0.68938,0.22252,5.6616e+05,4.143e+06,-3490
0.68938,-0.68938,-0.22252,5.6616e+05,4.143e+06,-3534.5
0.55284,-0.55284,-0.62349,5.6614e+05,4.143e+06,-3574.6
0.3068,-0.3068,-0.90097,5.6612e+05,4.1431e+06,-3602.3
0,0,1,5.6567e+05,4.1426e+06,-3557.6
0,0,-1,5.6567e+05,4.1426e+06,-3757.6
0.43388,0,0.90097,5.6571e+05,4.1426e+06,-3567.5
0.78183,0,0.62349,5.6575e+05,4.1426e+06,-3595.3
0.97493,0,0.22252,5.6577e+05,4.1426e+06,-3635.3
0.97493,0,-0.22252,5.6577e+05,4.1426e+06,-3679.9
0.78183,0,-0.62349,5.6575e+05,4.1426e+06,-3719.9
0.43388,0,-0.90097,5.6571e+05,4.1426e+06,-3747.7
0.3068,0.3068,0.90097,5.657e+05,4.1427e+06,-3567.5
0.55284,0.55284,0.62349,5.6572e+05,4.1427e+06,-3595.3
0.68938,0.68938,0.22252,5.6574e+05,4.1427e+06,-3635.3
0.68938,0.68938,-0.22252,5.6574e+05,4.1427e+06,-3679.9
0.55284,0.55284,-0.62349,5.6572e+05,4.1427e+06,-3719.9
0.3068,0.3068,-0.90097,5.657e+05,4.1427e+06,-3747.7
2.6568e-17,0.43388,0.90097,5.6567e+05,4.1427e+06,-3567.5
4.7873e-17,0.78183,0.62349,5.6567e+05,4.1427e+06,-3595.3
5.9697e-17,0.97493,0.22252,5.6567e+05,4.1427e+06,-3635.3
5.9697e-17,0.97493,-0.22252,5.6567e+05,4.1427e+06,-3679.9
4.7873e-17,0.78183,-0.62349,5.6567e+05,4.1427e+06,-3719.9
2.6568e-17,0.43388,-0.90097,5.6567e+05,4.1427e+06,-3747.7
-0.3068,0.3068,0.90097,5.6564e+05,4.1427e+06,-3567.5
-0.55284,0.55284,0.62349,5.6561e+05,4.1427e+06,-3595.3
-0.68938,0.68938,0.22252,5.656e+05,4.1427e+06,-3635.3
-0.68938,0.68938,-0.22252,5.656e+05,4.1427e+06,-3679.9
-0.55284,0.55284,-0.62349,5.6561e+05,4.1427e+06,-3719.9
-0.3068,0.3068,-0.90097,5.6564e+05,4.1427e+06,-3747.7
-0.43388,5.3135e-17,0.90097,5.6563e+05,4.1426e+06,-3567.5
-0.78183,9.5747e-17,0.62349,5.6559e+05,4.1426e+06,-3595.3
-0.97493,1.1939e-16,0.22252,5.6557e+05,4.1426e+06,-3635.3
-0.97493,1.1939e-16,-0.22252,5.6557e+05,4.1426e+06,-3679.9
-0.78183,9.5747e-17,-0.62349,5.6559e+05,4.1426e+06,-3719.9
-0.43388,5.3135e-17,-0.90097,5.6563e+05,4.1426e+06,-3747.7
-0.3068,-0.3068,0.90097,5.6564e+05,4.1426e+06,-3567.5
-0.55284,-0.55284,0.62349,5.6561e+05,4.1426e+06,-3595.3
-0.68938,-0.68938,0.22252,5.656e+05,4.1426e+06,-3635.3
-0.68938,-0.68938,-0.22252,5.656e+05,4.1426e+06,-3679.9
-0.55284,-0.55284,-0.62349,5.6561e+05,4.1426e+06,-3719.9
-0.3068,-0.3068,-0.90097,5.6564e+05,4.1426e+06,-3747.7
-7.9703e-17,-0.43388,0.90097,5.6567e+05,4.1426e+06,-3567.5
-1.4362e-16,-0.78183,0.62349,5.6567e+05,4.1426e+06,-3595.3
-1.7909e-16,-0.97493,0.22252,5.6567e+05,4.1425e+06,-3635.3
-1.7909e-16,-0.97493,-0.22252,5.6567e+05,4.1425e+06,-3679.9
-1.4362e-16,-0.78183,-0.62349,5.6567e+05,4.1426e+06,-3719.9
-7.9703e-17,-0.43388,-0.90097,5.6567e+05,4.1426e+06,-3747.7
0.3068,-0.3068,0.90097,5.657e+05,4.1426e+06,-3567.5
0.55284,-0.55284,0.62349,5.6572e+05,4.1426e+06,-3595.3
0.68938,-0.68938,0.22252,5.6574e+05,4.1426e+06,-3635.3
0.68938,-0.68938,-0.22252,5.6574e+05,4.1426e+06,-3679.9
0.55284,-0.55284,-0.62349,5.6572e+05,4.1426e+06,-3719.9
0.3068,-0.3068,-0.90097,5.657e+05,4.1426e+06,-3747.7
0,0,1,5.6533e+05,4.1423e+06,-3610
0,0,-1,5.6533e+05,4.1423e+06,-3810
0.43388,0,0.90097,5.6537e+05,4.1423e+06,-3619.9
0.78183,0,0.62349,5.6541e+05,4.1423e+06,-3647.7
0.97493,0,0.22252,5.6542e+05,4.1423e+06,-3687.7
0.97493,0,-0.22252,5.6542e+05,4.1423e+06,-3732.3
0.78183,0,-0.62349,5.6541e+05,4.1423e+06,-3772.3
0.43388,0,-0.90097,5.6537e+05,4.1423e+06,-3800.1
0.3068,0.3068,0.90097,5.6536e+05,4.1424e+06,-3619.9
0.55284,0.55284,0.62349,5.6538e+05,4.1424e+06,-3647.7
0.68938,0.68938,0.22252,5.654e+05,4.1424e+06,-3687.7
0.68938,0.68938,-0.22252,5.654e+05,4.1424e+06,-3732.3
0.55284,0.55284,-0.62349,5.6538e+05,4.1424e+06,-3772.3
0.3068,0.3068,-0.90097,5.6536e+05,4.1424e+06,-3800.1
2.6568e-17,0.43388,0.90097,5.6533e+05,4.1424e+06,-3619.9
4.7873e-17,0.78183,0.62349,5.6533e+05,4.1424e+06,-3647.7
5.9697e-17,0.97493,0.22252,5.6533e+05,4.1424e+06,-3687.7
5.9697e-17,0.97493,-0.22252,5.6533e+05,4.1424e+06,-3732.3
4.7873e-17,0.78183,-0.62349,5.6533e+05,4.1424e+06,-3772.3
2.6568e-17,0.43388,-0.90097,5.6533e+05,4.1424e+06,-3800.1
-0.3068,0.3068,0.90097,5.653e+05,4.1424e+06,-3619.9
-0.55284,0.55284,0.62349,5.6527e+05,4.1424e+06,-3647.7
-0.68938,0.68938,0.22252,5.6526e+05,4.1424e+06,-3687.7
-0.68938,0.68938,-0.22252,5.6526e+05,4.1424e+06,-3732.3
-0.55284,0.55284,-0.62349,5.6527e+05,4.1424e+06,-3772.3
-0.3068,0.3068,-0.90097,5.653e+05,4.1424e+06,-3800.1
-0.43388,5.3135e-17,0.90097,5.6528e+05,4.1423e+06,-3619.9
-0.78183,9.5747e-17,0.62349,5.6525e+05,4.1423e+06,-3647.7
-0.97493,1.1939e-16,0.22252,5.6523e+05,4.1423e+06,-3687.7
-0.97493,1.1939e-16,-0.22252,5.6523e+05,4.1423e+06,-3732.3
-0.78183,9.5747e-17,-0.62349,5.6525e+05,4.1423e+06,-3772.3
-0.43388,5.3135e-17,-0.90097,5.6528e+05,4.1423e+06,-3800.1
-0.3068,-0.3068,0.90097,5.653e+05,4.1423e+06,-3619.9
-0.55284,-0.55284,0.62349,5.6527e+05,4.1423e+06,-3647.7
-0.68938,-0.68938,0.22252,5.6526e+05,4.1423e+06,-3687.7
-0.68938,-0.68938,-0.22252,5.6526e+05,4.1423e+06,-3732.3
-0.55284,-0.55284,-0.62349,5.6527e+05,4.1423e+06,-3772.3
-0.3068,-0.3068,-0.90097,5.653e+05,4.1423e+06,-3800.1
-7.9703e-17,-0.43388,0.90097,5.6533e+05,4.1423e+06,-3619.9
-1.4362e-16,-0.78183,0.62349,5.6533e+05,4.1423e+06,-3647.7
-1.7909e-16,-0.97493,0.22252,5.6533e+05,4.1422e+06,-3687.7
-1.7909e-16,-0.97493,-0.22252,5.6533e+05,4.1422e+06,-3732.3
-1.4362e-16,-0.78183,-0.62349,5.6533e+05,4.1423e+06,-3772.3
-7.9703e-17,-0.43388,-0.90097,5.6533e+05,4.1423e+06,-3800.1
0.3068,-0.3068,0.90097,5.6536e+05,4.1423e+06,-3619.9
0.55284,-0.55284,0.62349,5.6538e+05,4.1423e+06,-3647.7
0.68938,-0.68938,0.22252,5.654e+05,4.1423e+06,-3687.7
0.68938,-0.68938,-0.22252,5.654e+05,4.1423e+06,-3732.3
0.55284,-0.55284,-0.62349,5.6538e+05,4.1423e+06,-3772.3
0.3068,-0.3068,-0.90097,5.6536e+05,4.1423e+06,-3800.1
0,0,1,5.6509e+05,4.142e+06,-3656.2
0,0,-1,5.6509e+05,4.142e+06,-3856.2
0.43388,0,0.90097,5.6513e+05,4.142e+06,-3666.1
0.78183,0,0.62349,5.6517e+05,4.142e+06,-3693.9
0.97493,0,0.22252,5.6519e+05,4.142e+06,-3734
0.97493,0,-0.22252,5.6519e+05,4.142e+06,-3778.5
0.78183,0,-0.62349,5.6517e+05,4.142e+06,-3818.6
0.43388,0,-0.90097,5.6513e+05,4.142e+06,-3846.3
0.3068,0.3068,0.90097,5.6512e+05,4.1421e+06,-3666.1
0.55284,0.55284,0.62349,5.6515e+05,4.1421e+06,-3693.9
0.68938,0.68938,0.22252,5.6516e+05,4.1421e+06,-3734
0.68938,0.68938,-0.22252,5.6516e+05,4.1421e+06,-3778.5
0.55284,0.55284,-0.62349,5.6515e+05,4.1421e+06,-3818.6
0.3068,0.3068,-0.90097,5.6512e+05,4.1421e+06,-3846.3
2.6568e-17,0.43388,0.90097,5.6509e+05,4.1421e+06,-3666.1
4.7873e-17,0.78183,0.62349,5.6509e+05,4.1421e+06,-3693.9
5.9697e-17,0.97493,0.22252,5.6509e+05,4.1421e+06,-3734
5.9697e-17,0.97493,-0.22252,5.6509e+05,4.1421e+06,-3778.5
4.7873e-17,0.78183,-0.62349,5.6509e+05,4.1421e+06,-3818.6
2.6568e-17,0.43388,-0.90097,5.6509e+05,4.1421e+06,-3846.3
-0.3068,0.3068,0.90097,5.6506e+05,4.1421e+06,-3666.1
-0.55284,0.55284,0.62349,5.6504e+05,4.1421e+06,-3693.9
-0.68938,0.68938,0.22252,5.6502e+05,4.1421e+06,-3734
-0.68938,0.68938,-0.22252,5.6502e+05,4.1421e+06,-3778.5
-0.55284,0.55284,-0.62349,5.6504e+05,4.1421e+06,-3818.6
-0.3068,0.3068,-0.90097,5.6506e+05,4.1421e+06,-3846.3
-0.43388,5.3135e-17,0.90097,5.6505e+05,4.142e+06,-3666.1
-0.78183,9.5747e-17,0.62349,5.6501e+05,4.142e+06,-3693.9
-0.97493,1.1939e-16,0.22252,5.6499e+05,4.142e+06,-3734
-0.97493,1.1939e-16,-0.22252,5.6499e+05,4.142e+06,-3778.5
-0.78183,9.5747e-17,-0.62349,5.6501e+05,4.142e+06,-3818.6
-0.43388,5.3135e-17,-0.90097,5.6505e+05,4.142e+06,-3846.3
-0.3068,-0.3068,0.90097,5.6506e+05,4.142e+06,-3666.1
-0.55284,-0.55284,0.62349,5.6504e+05,4.142e+06,-3693.9
-0.68938,-0.68938,0.22252,5.6502e+05,4.142e+06,-3734
-0.68938,-0.68938,-0.22252,5.6502e+05,4.142e+06,-3778.5
-0.55284,-0.55284,-0.62349,5.6504e+05,4.142e+06,-3818.6
-0.3068,-0.3068,-0.90097,5.6506e+05,4.142e+06,-3846.3
-7.9703e-17,-0.43388,0.90097,5.6509e+05,4.142e+06,-3666.1
-1.4362e-16,-0.78183,0.62349,5.6509e+05,4.142e+06,-3693.9
-1.7909e-16,-0.97493,0.22252,5.6509e+05,4.1419e+06,-3734
-1.7909e-16,-0.97493,-0.22252,5.6509e+05,4.1419e+06,-3778.5
-1.4362e-16,-0.78183,-0.62349,5.6509e+05,4.142e+06,-3818.6
-7.9703e-17,-0.43388,-0.90097,5.6509e+05,4.142e+06,-3846.3
0.3068,-0.3068,0.90097,5.6512e+05,4.142e+06,-3666.1
0.55284,-0.55284,0.62349,5.6515e+05,4.142e+06,-3693.9
0.68938,-0.68938,0.22252,5.6516e+05,4.142e+06,-3734
0.68938,-0.68938,-0.22252,5.6516e+05,4.142e+06,-3778.5
0.55284,-0.55284,-0.62349,5.6515e+05,4.142e+06,-3818.6
0.3068,-0.3068,-0.90097,5.6512e+05,4.142e+06,-3846.3
0,0,1,5.725e+05,4.1446e+06,-1401.3
0,0,-1,5.725e+05,4.1446e+06,-1601.3
0.43388,0,0.90097,5.7255e+05,4.1446e+06,-1411.2
0.78183,0,0.62349,5.7258e+05,4.1446e+06,-1439
0.97493,0,0.22252,5.726e+05,4.1446e+06,-1479.1
0.97493,0,-0.22252,5.726e+05,4.1446e+06,-1523.6
0.78183,0,-0.62349,5.7258e+05,4.1446e+06,-1563.7
0.43388,0,-0.90097,5.7255e+05,4.1446e+06,-1591.4
0.3068,0.3068,0.90097,5.7253e+05,4.1447e+06,-1411.2
0.55284,0.55284,0.62349,5.7256e+05,4.1447e+06,-1439
0.68938,0.68938,0.22252,5.7257e+05,4.1447e+06,-1479.1
0.68938,0.68938,-0.22252,5.7257e+05,4.1447e+06,-1523.6
0.55284,0.55284,-0.62349,5.7256e+05,4.1447e+06,-1563.7
0.3068,0.3068,-0.90097,5.7253e+05,4.1447e+06,-1591.4
2.6568e-17,0.43388,0.90097,5.725e+05,4.1447e+06,-1411.2
4.7873e-17,0.78183,0.62349,5.725e+05,4.1447e+06,-1439
5.9697e-17,0.97493,0.22252,5.725e+05,4.1447e+06,-1479.1
5.9697e-17,0.97493,-0.22252,5.725e+05,4.1447e+06,-1523.6
4.7873e-17,0.78183,-0.62349,5.725e+05,4.1447e+06,-1563.7
2.6568e-17,0.43388,-0.90097,5.725e+05,4.1447e+06,-1591.4
-0.3068,0.3068,0.90097,5.7247e+05,4.1447e+06,-1411.2
-0.55284,0.55284,0.62349,5.7245e+05,4.1447e+06,-1439
-0.68938,0.68938,0.22252,5.7243e+05,4.1447e+06,-1479.1
-0.68938,0.68938,-0.22252,5.7243e+05,4.1447e+06,-1523.6
-0.55284,0.55284,-0.62349,5.7245e+05,4.1447e+06,-1563.7
-0.3068,0.3068,-0.90097,5.7247e+05,4.1447e+06,-1591.4
-0.43388,5.3135e-17,0.90097,5.7246e+05,4.1446e+06,-1411.2
-0.78183,9.5747e-17,0.62349,5.7243e+05,4.1446e+06,-1439
-0.97493,1.1939e-16,0.22252,5.7241e+05,4.1446e+06,-1479.1
-0.97493,1.1939e-16,-0.22252,5.7241e+05,4.1446e+06,-1523.6
-0.78183,9.5747e-17,-0.62349,5.7243e+05,4.1446e+06,-1563.7
-0.43388,5.3135e-17,-0.90097,5.7246e+05,4.1446e+06,-1591.4
-0.3068,-0.3068,0.90097,5.7247e+05,4.1446e+06,-1411.2
-0.55284,-0.55284,0.62349,5.7245e+05,4.1446e+06,-1439
-0.68938,-0.68938,0.22252,5.7243e+05,4.1446e+06,-1479.1
-0.68938,-0.68938,-0.22252,5.7243e+05,4.1446e+06,-1523.6
-0.55284,-0.55284,-0.62349,5.7245e+05,4.1446e+06,-1563.7
-0.3068,-0.3068,-0.90097,5.7247e+05,4.1446e+06,-1591.4
-7.9703e-17,-0.43388,0.90097,5.725e+05,4.1446e+06,-1411.2
-1.4362e-16,-0.78183,0.62349,5.725e+05,4.1446e+06,-1439
-1.7909e-16,-0.97493,0.22252,5.725e+05,4.1445e+06,-1479.1
-1.7909e-16,-0.97493,-0.22252,5.725e+05,4.1445e+06,-1523.6
-1.4362e-16,-0.78183,-0.62349,5.725e+05,4.1446e+06,-1563.7
-7.9703e-17,-0.43388,-0.90097,5.725e+05,4.1446e+06,-1591.4
0.3068,-0.3068,0.90097,5.7253e+05,4.1446e+06,-1411.2
0.55284,-0.55284,0.62349,5.7256e+05,4.1446e+06,-1439
0.68938,-0.68938,0.22252,5.7257e+05,4.1446e+06,-1479.1
0.68938,-0.68938,-0.22252,5.7257e+05,4.1446e+06,-1523.6
0.55284,-0.55284,-0.62349,5.7256e+05,4.1446e+06,-1563.7
0.3068,-0.3068,-0.90097,5.7253e+05,4.1446e+06,-1591.4
0,0,1,5.7211e+05,4.1441e+06,-1794.5
0,0,-1,5.7211e+05,4.1441e+06,-1994.5
0.43388,0,0.90097,5.7215e+05,4.1441e+06,-1804.4
0.78183,0,0.62349,5.7219e+05,4.1441e+06,-1832.1
0.97493,0,0.22252,5.7221e+05,4.1441e+06,-1872.2
0.97493,0,-0.22252,5.7221e+05,4.1441e+06,-1916.7
0.78183,0,-0.62349,5.7219e+05,4.1441e+06,-1956.8
0.43388,0,-0.90097,5.7215e+05,4.1441e+06,-1984.6
0.3068,0.3068,0.90097,5.7214e+05,4.1441e+06,-1804.4
0.55284,0.55284,0.62349,5.7216e+05,4.1441e+06,-1832.1
0.68938,0.68938,0.22252,5.7218e+05,4.1442e+06,-1872.2
0.68938,0.68938,-0.22252,5.7218e+05,4.1442e+06,-1916.7
0.55284,0.55284,-0.62349,5.7216e+05,4.1441e+06,-1956.8
0.3068,0.3068,-0.90097,5.7214e+05,4.1441e+06,-1984.6
2.6568e-17,0.43388,0.90097,5.7211e+05,4.1441e+06,-1804.4
4.7873e-17,0.78183,0.62349,5.7211e+05,4.1442e+06,-1832.1
5.9697e-17,0.97493,0.22252,5.7211e+05,4.1442e+06,-1872.2
5.9697e-17,0.97493,-0.22252,5.7211e+05,4.1442e+06,-1916.7
4.7873e-17,0.78183,-0.62349,5.7211e+05,4.1442e+06,-1956.8
2.6568e-17,0.43388,-0.90097,5.7211e+05,4.1441e+06,-1984.6
-0.3068,0.3068,0.90097,5.7208e+05,4.1441e+06,-1804.4
-0.55284,0.55284,0.62349,5.7205e+05,4.1441e+06,-1832.1
-0.68938,0.68938,0.22252,5.7204e+05,4.1442e+06,-1872.2
-0.68938,0.68938,-0.22252,5.7204e+05,4.1442e+06,-1916.7
-0.55284,0.55284,-0.62349,5.7205e+05,4.1441e+06,-1956.8
-0.3068,0.3068,-0.90097,5.7208e+05,4.1441e+06,-1984.6
-0.43388,5.3135e-17,0.90097,5.7207e+05,4.1441e+06,-1804.4
-0.78183,9.5747e-17,0.62349,5.7203e+05,4.1441e+06,-1832.1
-0.97493,1.1939e-16,0.22252,5.7201e+05,4.1441e+06,-1872.2
-0.97493,1.1939e-16,-0.22252,5.7201e+05,4.1441e+06,-1916.7
-0.78183,9.5747e-17,-0.62349,5.7203e+05,4.1441e+06,-1956.8
-0.43388,5.3135e-17,-0.90097,5.7207e+05,4.1441e+06,-1984.6
-0.3068,-0.3068,0.90097,5.7208e+05,4.1441e+06,-1804.4
-0.55284,-0.55284,0.62349,5.7205e+05,4.144e+06,-1832.1
-0.68938,-0.68938,0.22252,5.7204e+05,4.144e+06,-1872.2
-0.68938,-0.68938,-0.22252,5.7204e+05,4.144e+06,-1916.7
-0.55284,-0.55284,-0.62349,5.7205e+05,4.144e+06,-1956.8
-0.3068,-0.3068,-0.90097,5.7208e+05,4.1441e+06,-1984.6
-7.9703e-17,-0.43388,0.90097,5.7211e+05,4.144e+06,-1804.4
-1.4362e-16,-0.78183,0.62349,5.7211e+05,4.144e+06,-1832.1
-1.7909e-16,-0.97493,0.22252,5.7211e+05,4.144e+06,-1872.2
-1.7909e-16,-0.97493,-0.22252,5.7211e+05,4.144e+06,-1916.7
-1.4362e-16,-0.78183,-0.62349,5.7211e+05,4.144e+06,-1956.8
-7.9703e-17,-0.43388,-0.90097,5.7211e+05,4.144e+06,-1984.6
0.3068,-0.3068,0.90097,5.7214e+05,4.1441e+06,-1804.4
0.55284,-0.55284,0.62349,5.7216e+05,4.144e+06,-1832.1
0.68938,-0.68938,0.22252,5.7218e+05,4.144e+06,-1872.2
0.68938,-0.68938,-0.22252,5.7218e+05,4.144e+06,-1916.7
0.55284,-0.55284,-0.62349,5.7216e+05,4.144e+06,-1956.8
0.3068,-0.3068,-0.90097,5.7214e+05,4.1441e+06,-1984.6
0,0,1,5.7174e+05,4.1437e+06,-2099.4
0,0,-1,5.7174e+05,4.1437e+06,-2299.4
0.43388,0,0.90097,5.7178e+05,4.1437e+06,-2109.3
0.78183,0,0.62349,5.7182e+05,4.1437e+06,-2137.1
0.97493,0,0.22252,5.7184e+05,4.1437e+06,-2177.2
0.97493,0,-0.22252,5.7184e+05,4.1437e+06,-2221.7
0.78183,0,-0.62349,5.7182e+05,4.1437e+06,-2261.8
0.43388,0,-0.90097,5.7178e+05,4.1437e+06,-2289.5
0.3068,0.3068,0.90097,5.7177e+05,4.1437e+06,-2109.3
0.55284,0.55284,0.62349,5.718e+05,4.1437e+06,-2137.1
0.68938,0.68938,0.22252,5.7181e+05,4.1437e+06,-2177.2
0.68938,0.68938,-0.22252,5.7181e+05,4.1437e+06,-2221.7
0.55284,0.55284,-0.62349,5.718e+05,4.1437e+06,-2261.8
0.3068,0.3068,-0.90097,5.7177e+05,4.1437e+06,-2289.5
2.6568e-17,0.43388,0.90097,5.7174e+05,4.1437e+06,-2109.3
4.7873e-17,0.78183,0.62349,5.7174e+05,4.1437e+06,-2137.1
5.9697e-17,0.97493,0.22252,5.7174e+05,4.1438e+06,-2177.2
5.9697e-17,0.97493,-0.22252,5.7174e+05,4.1438e+06,-2221.7
4.7873e-17,0.78183,-0.62349,5.7174e+05,4.1437e+06,-2261.8
2.6568e-17,0.43388,-0.90097,5.7174e+05,4.1437e+06,-2289.5
-0.3068,0.3068,0.90097,5.7171e+05,4.1437e+06,-2109.3
-0.55284,0.55284,0.62349,5.7169e+05,4.1437e+06,-2137.1
-0.68938,0.68938,0.22252,5.7167e+05,4.1437e+06,-2177.2
-0.68938,0.68938,-0.22252,5.7167e+05,4.1437e+06,-2221.7
-0.55284,0.55284,-0.62349,5.7169e+05,4.1437e+06,-2261.8
-0.3068,0.3068,-0.90097,5.7171e+05,4.1437e+06,-2289.5
-0.43388,5.3135e-17,0.90097,5.717e+05,4.1437e+06,-2109.3
-0.78183,9.5747e-17,0.62349,5.7166e+05,4.1437e+06,-2137.1
