"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
-1.7909e-16,-0.97493,-0.22252,5.6917e+05,4.1403e+06,-3418.1
-1.4362e-16,-0.78183,-0.62349,5.6917e+05,4.1403e+06,-3458.2
-7.9703e-17,-0.43388,-0.90097,5.6917e+05,4.1403e+06,-3485.9
0.3068,-0.3068,0.90097,5.692e+05,4.1404e+06,-3305.7
0.55284,-0.55284,0.62349,5.6922e+05,4.1403e+06,-3333.5
0.68938,-0.68938,0.22252,5.6923e+05,4.1403e+06,-3373.6
0.68938,-0.68938,-0.22252,5.6923e+05,4.1403e+06,-3418.1
0.55284,-0.55284,-0.62349,5.6922e+05,4.1403e+06,-3458.2
0.3068,-0.3068,-0.90097,5.692e+05,4.1404e+06,-3485.9
0,0,1,5.6885e+05,4.1399e+06,-3405.2
0,0,-1,5.6885e+05,4.1399e+06,-3605.2
0.43388,0,0.90097,5.6889e+05,4.1399e+06,-3415.1
0.78183,0,0.62349,5.6893e+05,4.1399e+06,-3442.9
0.97493,0,0.22252,5.6895e+05,4.1399e+06,-3482.9
0.97493,0,-0.22252,5.6895e+05,4.1399e+06,-3527.5
0.78183,0,-0.62349,5.6893e+05,4.1399e+06,-3567.5
0.43388,0,-0.90097,5.6889e+05,4.1399e+06,-3595.3
0.3068,0.3068,0.90097,5.6888e+05,4.14e+06,-3415.1
0.55284,0.55284,0.62349,5.689e+05,4.14e+06,-3442.9
0.68938,0.68938,0.22252,5.6892e+05,4.14e+06,-3482.9
0.68938,0.68938,-0.22252,5.6892e+05,4.14e+06,-3527.5
0.55284,0.55284,-0.62349,5.689e+05,4.14e+06,-3567.5
0.3068,0.3068,-0.90097,5.6888e+05,4.14e+06,-3595.3
2.6568e-17,0.43388,0.90097,5.6885e+05,4.14e+06,-3415.1
4.7873e-17,0.78183,0.62349,5.6885e+05,4.14e+06,-3442.9
5.9697e-17,0.97493,0.22252,5.6885e+05,4.14e+06,-3482.9
5.9697e-17,0.97493,-0.22252,5.6885e+05,4.14e+06,-3527.5
4.7873e-17,0.78183,-0.62349,5.6885e+05,4.14e+06,-3567.5
2.6568e-17,0.43388,-0.90097,5.6885e+05,4.14e+06,-3595.3
-0.3068,0.3068,0.90097,5.6882e+05,4.14e+06,-3415.1
-0.55284,0.55284,0.62349,5.6879e+05,4.14e+06,-3442.9
-0.68938,0.68938,0.22252,5.6878e+05,4.14e+06,-3482.9
-0.68938,0.68938,-0.22252,5.6878e+05,4.14e+06,-3527.5
-0.55284,0.55284,-0.62349,5.6879e+05,4.14e+06,-3567.5
-0.3068,0.3068,-0.90097,5.6882e+05,4.14e+06,-3595.3
-0.43388,5.3135e-17,0.90097,5.6881e+05,4.1399e+06,-3415.1
-0.78183,9.5747e-17,0.62349,5.6877e+05,4.1399e+06,-3442.9
-0.97493,1.1939e-16,0.22252,5.6875e+05,4.1399e+06,-3482.9
-0.97493,1.1939e-16,-0.22252,5.6875e+05,4.1399e+06,-3527.5
-0.78183,9.5747e-17,-0.62349,5.6877e+05,4.1399e+06,-3567.5
-0.43388,5.3135e-17,-0.90097,5.6881e+05,4.1399e+06,-3595.3
-0.3068,-0.3068,0.90097,5.6882e+05,4.1399e+06,-3415.1
-0.55284,-0.55284,0.62349,5.6879e+05,4.1399e+06,-3442.9
-0.68938,-0.68938,0.22252,5.6878e+05,4.1399e+06,-3482.9
-0.68938,-0.68938,-0.22252,5.6878e+05,4.1399e+06,-3527.5
-0.55284,-0.55284,-0.62349,5.6879e+05,4.1399e+06,-3567.5
-0.3068,-0.3068,-0.90097,5.6882e+05,4.1399e+06,-3595.3
-7.9703e-17,-0.43388,0.90097,5.6885e+05,4.1399e+06,-3415.1
-1.4362e-16,-0.78183,0.62349,5.6885e+05,4.1399e+06,-3442.9
-1.7909e-16,-0.97493,0.22252,5.6885e+05,4.1398e+06,-3482.9
-1.7909e-16,-0.97493,-0.22252,5.6885e+05,4.1398e+06,-3527.5
-1.4362e-16,-0.78183,-0.62349,5.6885e+05,4.1399e+06,-3567.5
-7.9703e-17,-0.43388,-0.90097,5.6885e+05,4.1399e+06,-3595.3
0.3068,-0.3068,0.90097,5.6888e+05,4.1399e+06,-3415.1
0.55284,-0.55284,0.62349,5.689e+05,4.1399e+06,-3442.9
0.68938,-0.68938,0.22252,5.6892e+05,4.1399e+06,-3482.9
0.68938,-0.68938,-0.22252,5.6892e+05,4.1399e+06,-3527.5
0.55284,-0.55284,-0.62349,5.689e+05,4.1399e+06,-3567.5
0.3068,-0.3068,-0.90097,5.6888e+05,4.1399e+06,-3595.3
0,0,1,5.6846e+05,4.1394e+06,-3598.4
0,0,-1,5.6846e+05,4.1394e+06,-3798.4
0.43388,0,0.90097,5.685e+05,4.1394e+06,-3608.4
0.78183,0,0.62349,5.6853e+05,4.1394e+06,-3636.1
0.97493,0,0.22252,5.6855e+05,4.1394e+06,-3676.2
0.97493,0,-0.22252,5.6855e+05,4.1394e+06,-3720.7
0.78183,0,-0.62349,5.6853e+05,4.1394e+06,-3760.8
0.43388,0,-0.90097,5.685e+05,4.1394e+06,-3788.5
0.3068,0.3068,0.90097,5.6849e+05,4.1395e+06,-3608.4
0.55284,0.55284,0.62349,5.6851e+05,4.1395e+06,-3636.1
0.68938,0.68938,0.22252,5.6852e+05,4.1395e+06,-3676.2
0.68938,0.68938,-0.22252,5.6852e+05,4.1395e+06,-3720.7
0.55284,0.55284,-0.62349,5.6851e+05,4.1395e+06,-3760.8
0.3068,0.3068,-0.90097,5.6849e+05,4.1395e+06,-3788.5
2.6568e-17,0.43388,0.90097,5.6846e+05,4.1395e+06,-3608.4
4.7873e-17,0.78183,0.62349,5.6846e+05,4.1395e+06,-3636.1
5.9697e-17,0.97493,0.22252,5.6846e+05,4.1395e+06,-3676.2
5.9697e-17,0.97493,-0.22252,5.6846e+05,4.1395e+06,-3720.7
4.7873e-17,0.78183,-0.62349,5.6846e+05,4.1395e+06,-3760.8
2.6568e-17,0.43388,-0.90097,5.6846e+05,4.1395e+06,-3788.5
-0.3068,0.3068,0.90097,5.6842e+05,4.1395e+06,-3608.4
-0.55284,0.55284,0.62349,5.684e+05,4.1395e+06,-3636.1
-0.68938,0.68938,0.22252,5.6839e+05,4.1395e+06,-3676.2
-0.68938,0.68938,-0.22252,5.6839e+05,4.1395e+06,-3720.7
-0.55284,0.55284,-0.62349,5.684e+05,4.1395e+06,-3760.8
-0.3068,0.3068,-0.90097,5.6842e+05,4.1395e+06,-3788.5
-0.43388,5.3135e-17,0.90097,5.6841e+05,4.1394e+06,-3608.4
-0.78183,9.5747e-17,0.62349,5.6838e+05,4.1394e+06,-3636.1
-0.97493,1.1939e-16,0.22252,5.6836e+05,4.1394e+06,-3676.2
-0.97493,1.1939e-16,-0.22252,5.6836e+05,4.1394e+06,-3720.7
-0.78183,9.5747e-17,-0.62349,5.6838e+05,4.1394e+06,-3760.8
-0.43388,5.3135e-17,-0.90097,5.6841e+05,4.1394e+06,-3788.5
-0.3068,-0.3068,0.90097,5.6842e+05,4.1394e+06,-3608.4
-0.55284,-0.55284,0.62349,5.684e+05,4.1394e+06,-3636.1
-0.68938,-0.68938,0.22252,5.6839e+05,4.1394e+06,-3676.2
-0.68938,-0.68938,-0.22252,5.6839e+05,4.1394e+06,-3720.7
-0.55284,-0.55284,-0.62349,5.684e+05,4.1394e+06,-3760.8
-0.3068,-0.3068,-0.90097,5.6842e+05,4.1394e+06,-3788.5
-7.9703e-17,-0.43388,0.90097,5.6846e+05,4.1394e+06,-3608.4
-1.4362e-16,-0.78183,0.62349,5.6846e+05,4.1394e+06,-3636.1
-1.7909e-16,-0.97493,0.22252,5.6846e+05,4.1393e+06,-3676.2
-1.7909e-16,-0.97493,-0.22252,5.6846e+05,4.1393e+06,-3720.7
-1.4362e-16,-0.78183,-0.62349,5.6846e+05,4.1394e+06,-3760.8
-7.9703e-17,-0.43388,-0.90097,5.6846e+05,4.1394e+06,-3788.5
0.3068,-0.3068,0.90097,5.6849e+05,4.1394e+06,-3608.4
0.55284,-0.55284,0.62349,5.6851e+05,4.1394e+06,-3636.1
0.68938,-0.68938,0.22252,5.6852e+05,4.1394e+06,-3676.2
0.68938,-0.68938,-0.22252,5.6852e+05,4.1394e+06,-3720.7
0.55284,-0.55284,-0.62349,5.6851e+05,4.1394e+06,-3760.8
0.3068,-0.3068,-0.90097,5.6849e+05,4.1394e+06,-3788.5
0,0,1,5.679e+05,4.1388e+06,-3543.7
0,0,-1,5.679e+05,4.1388e+06,-3743.7
0.43388,0,0.90097,5.6795e+05,4.1388e+06,-3553.6
0.78183,0,0.62349,5.6798e+05,4.1388e+06,-3581.3
0.97493,0,0.22252,5.68e+05,4.1388e+06,-3621.4
0.97493,0,-0.22252,5.68e+05,4.1388e+06,-3665.9
0.78183,0,-0.62349,5.6798e+05,4.1388e+06,-3706
0.43388,0,-0.90097,5.6795e+05,4.1388e+06,-3733.8
0.3068,0.3068,0.90097,5.6793e+05,4.1388e+06,-3553.6
0.55284,0.55284,0.62349,5.6796e+05,4.1389e+06,-3581.3
0.68938,0.68938,0.22252,5.6797e+05,4.1389e+06,-3621.4
0.68938,0.68938,-0.22252,5.6797e+05,4.1389e+06,-3665.9
0.55284,0.55284,-0.62349,5.6796e+05,4.1389e+06,-3706
0.3068,0.3068,-0.90097,5.6793e+05,4.1388e+06,-3733.8
2.6568e-17,0.43388,0.90097,5.679e+05,4.1389e+06,-3553.6
4.7873e-17,0.78183,0.62349,5.679e+05,4.1389e+06,-3581.3
5.9697e-17,0.97493,0.22252,5.679e+05,4.1389e+06,-3621.4
5.9697e-17,0.97493,-0.22252,5.679e+05,4.1389e+06,-3665.9
4.7873e-17,0.78183,-0.62349,5.679e+05,4.1389e+06,-3706
2.6568e-17,0.43388,-0.90097,5.679e+05,4.1389e+06,-3733.8
-0.3068,0.3068,0.90097,5.6787e+05,4.1388e+06,-3553.6
-0.55284,0.55284,0.62349,5.6785e+05,4.1389e+06,-3581.3
-0.68938,0.68938,0.22252,5.6783e+05,4.1389e+06,-3621.4
-0.68938,0.68938,-0.22252,5.6783e+05,4.1389e+06,-3665.9
-0.55284,0.55284,-0.62349,5.6785e+05,4.1389e+06,-3706
-0.3068,0.3068,-0.90097,5.6787e+05,4.1388e+06,-3733.8
-0.43388,5.3135e-17,0.90097,5.6786e+05,4.1388e+06,-3553.6
-0.78183,9.5747e-17,0.62349,5.6783e+05,4.1388e+06,-3581.3
-0.97493,1.1939e-16,0.22252,5.6781e+05,4.1388e+06,-3621.4
-0.97493,1.1939e-16,-0.22252,5.6781e+05,4.1388e+06,-3665.9
-0.78183,9.5747e-17,-0.62349,5.6783e+05,4.1388e+06,-3706
-0.43388,5.3135e-17,-0.90097,5.6786e+05,4.1388e+06,-3733.8
-0.3068,-0.3068,0.90097,5.6787e+05,4.1388e+06,-3553.6
-0.55284,-0.55284,0.62349,5.6785e+05,4.1388e+06,-3581.3
-0.68938,-0.68938,0.22252,5.6783e+05,4.1387e+06,-3621.4
-0.68938,-0.68938,-0.22252,5.6783e+05,4.1387e+06,-3665.9
-0.55284,-0.55284,-0.62349,5.6785e+05,4.1388e+06,-3706
-0.3068,-0.3068,-0.90097,5.6787e+05,4.1388e+06,-3733.8
-7.9703e-17,-0.43388,0.90097,5.679e+05,4.1388e+06,-3553.6
-1.4362e-16,-0.78183,0.62349,5.679e+05,4.1387e+06,-3581.3
-1.7909e-16,-0.97493,0.22252,5.679e+05,4.1387e+06,-3621.4
-1.7909e-16,-0.97493,-0.22252,5.679e+05,4.1387e+06,-3665.9
-1.4362e-16,-0.78183,-0.62349,5.679e+05,4.1387e+06,-3706
-7.9703e-17,-0.43388,-0.90097,5.679e+05,4.1388e+06,-3733.8
0.3068,-0.3068,0.90097,5.6793e+05,4.1388e+06,-3553.6
0.55284,-0.55284,0.62349,5.6796e+05,4.1388e+06,-3581.3
0.68938,-0.68938,0.22252,5.6797e+05,4.1387e+06,-3621.4
0.68938,-0.68938,-0.22252,5.6797e+05,4.1387e+06,-3665.9
0.55284,-0.55284,-0.62349,5.6796e+05,4.1388e+06,-3706
0.3068,-0.3068,-0.90097,5.6793e+05,4.1388e+06,-3733.8
0,0,1,5.7616e+05,4.1414e+06,-1422.6
0,0,-1,5.7616e+05,4.1414e+06,-1622.6
0.43388,0,0.90097,5.762e+05,4.1414e+06,-1432.5
0.78183,0,0.62349,5.7624e+05,4.1414e+06,-1460.3
0.97493,0,0.22252,5.7626e+05,4.1414e+06,-1500.4
0.97493,0,-0.22252,5.7626e+05,4.1414e+06,-1544.9
0.78183,0,-0.62349,5.7624e+05,4.1414e+06,-1585
0.43388,0,-0.90097,5.762e+05,4.1414e+06,-1612.7
0.3068,0.3068,0.90097,5.7619e+05,4.1414e+06,-1432.5
0.55284,0.55284,0.62349,5.7621e+05,4.1414e+06,-1460.3
0.68938,0.68938,0.22252,5.7623e+05,4.1415e+06,-1500.4
0.68938,0.68938,-0.22252,5.7623e+05,4.1415e+06,-1544.9
0.55284,0.55284,-0.62349,5.7621e+05,4.1414e+06,-1585
0.3068,0.3068,-0.90097,5.7619e+05,4.1414e+06,-1612.7
2.6568e-17,0.43388,0.90097,5.7616e+05,4.1414e+06,-1432.5
4.7873e-17,0.78183,0.62349,5.7616e+05,4.1415e+06,-1460.3
5.9697e-17,0.97493,0.22252,5.7616e+05,4.1415e+06,-1500.4
5.9697e-17,0.97493,-0.22252,5.7616e+05,4.1415e+06,-1544.9
4.7873e-17,0.78183,-0.62349,5.7616e+05,4.1415e+06,-1585
2.6568e-17,0.43388,-0.90097,5.7616e+05,4.1414e+06,-1612.7
-0.3068,0.3068,0.90097,5.7613e+05,4.1414e+06,-1432.5
-0.55284,0.55284,0.62349,5.761e+05,4.1414e+06,-1460.3
-0.68938,0.68938,0.22252,5.7609e+05,4.1415e+06,-1500.4
-0.68938,0.68938,-0.22252,5.7609e+05,4.1415e+06,-1544.9
-0.55284,0.55284,-0.62349,5.761e+05,4.1414e+06,-1585
-0.3068,0.3068,-0.90097,5.7613e+05,4.1414e+06,-1612.7
-0.43388,5.3135e-17,0.90097,5.7611e+05,4.1414e+06,-1432.5
-0.78183,9.5747e-17,0.62349,5.7608e+05,4.1414e+06,-1460.3
-0.97493,1.1939e-16,0.22252,5.7606e+05,4.1414e+06,-1500.4
-0.97493,1.1939e-16,-0.22252,5.7606e+05,4.1414e+06,-1544.9
-0.78183,9.5747e-17,-0.62349,5.7608e+05,4.1414e+06,-1585
-0.43388,5.3135e-17,-0.90097,5.7611e+05,4.1414e+06,-1612.7
-0.3068,-0.3068,0.90097,5.7613e+05,4.1414e+06,-1432.5
-0.55284,-0.55284,0.62349,5.761e+05,4.1413e+06,-1460.3
-0.68938,-0.68938,0.22252,5.7609e+05,4.1413e+06,-1500.4
-0.68938,-0.68938,-0.22252,5.7609e+05,4.1413e+06,-1544.9
-0.55284,-0.55284,-0.62349,5.761e+05,4.1413e+06,-1585
-0.3068,-0.3068,-0.90097,5.7613e+05,4.1414e+06,-1612.7
-7.9703e-17,-0.43388,0.90097,5.7616e+05,4.1413e+06,-1432.5
-1.4362e-16,-0.78183,0.62349,5.7616e+05,4.1413e+06,-1460.3
-1.7909e-16,-0.97493,0.22252,5.7616e+05,4.1413e+06,-1500.4
-1.7909e-16,-0.97493,-0.22252,5.7616e+05,4.1413e+06,-1544.9
-1.4362e-16,-0.78183,-0.62349,5.7616e+05,4.1413e+06,-1585
-7.9703e-17,-0.43388,-0.90097,5.7616e+05,4.1413e+06,-1612.7
0.3068,-0.3068,0.90097,5.7619e+05,4.1414e+06,-1432.5
0.55284,-0.55284,0.62349,5.7621e+05,4.1413e+06,-1460.3
0.68938,-0.68938,0.22252,5.7623e+05,4.1413e+06,-1500.4
0.68938,-0.68938,-0.22252,5.7623e+05,4.1413e+06,-1544.9
0.55284,-0.55284,-0.62349,5.7621e+05,4.1413e+06,-1585
0.3068,-0.3068,-0.90097,5.7619e+05,4.1414e+06,-1612.7
0,0,1,5.7592e+05,4.1411e+06,-1821.3
0,0,-1,5.7592e+05,4.1411e+06,-2021.3
0.43388,0,0.90097,5.7596e+05,4.1411e+06,-1831.2
0.78183,0,0.62349,5.76e+05,4.1411e+06,-1859
0.97493,0,0.22252,5.7602e+05,4.1411e+06,-1899.1
0.97493,0,-0.22252,5.7602e+05,4.1411e+06,-1943.6
0.78183,0,-0.62349,5.76e+05,4.1411e+06,-1983.7
0.43388,0,-0.90097,5.7596e+05,4.1411e+06,-2011.4
0.3068,0.3068,0.90097,5.7595e+05,4.1412e+06,-1831.2
0.55284,0.55284,0.62349,5.7598e+05,4.1412e+06,-1859
0.68938,0.68938,0.22252,5.7599e+05,4.1412e+06,-1899.1
0.68938,0.68938,-0.22252,5.7599e+05,4.1412e+06,-1943.6
0.55284,0.55284,-0.62349,5.7598e+05,4.1412e+06,-1983.7
0.3068,0.3068,-0.90097,5.7595e+05,4.1412e+06,-2011.4
2.6568e-17,0.43388,0.90097,5.7592e+05,4.1412e+06,-1831.2
4.7873e-17,0.78183,0.62349,5.7592e+05,4.1412e+06,-1859
5.9697e-17,0.97493,0.22252,5.7592e+05,4.1412e+06,-1899.1
5.9697e-17,0.97493,-0.22252,5.7592e+05,4.1412e+06,-1943.6
4.7873e-17,0.78183,-0.62349,5.7592e+05,4.1412e+06,-1983.7
2.6568e-17,0.43388,-0.90097,5.7592e+05,4.1412e+06,-2011.4
-0.3068,0.3068,0.90097,5.7589e+05,4.1412e+06,-1831.2
-0.55284,0.55284,0.62349,5.7587e+05,4.1412e+06,-1859
-0.68938,0.68938,0.22252,5.7585e+05,4.1412e+06,-1899.1
-0.68938,0.68938,-0.22252,5.7585e+05,4.1412e+06,-1943.6
-0.55284,0.55284,-0.62349,5.7587e+05,4.1412e+06,-1983.7
-0.3068,0.3068,-0.90097,5.7589e+05,4.1412e+06,-2011.4
-0.43388,5.3135e-17,0.90097,5.7588e+05,4.1411e+06,-1831.2
-0.78183,9.5747e-17,0.62349,5.7584e+05,4.1411e+06,-1859
-0.97493,1.1939e-16,0.22252,5.7582e+05,4.1411e+06,-1899.1
-0.97493,1.1939e-16,-0.22252,5.7582e+05,4.1411e+06,-1943.6
-0.78183,9.5747e-17,-0.62349,5.7584e+05,4.1411e+06,-1983.7
-0.43388,5.3135e-17,-0.90097,5.7588e+05,4.1411e+06,-2011.4
-0.3068,-0.3068,0.90097,5.7589e+05,4.1411e+06,-1831.2
-0.55284,-0.55284,0.62349,5.7587e+05,4.1411e+06,-1859
-0.68938,-0.68938,0.22252,5.7585e+05,4.1411e+06,-1899.1
-0.68938,-0.68938,-0.22252,5.7585e+05,4.1411e+06,-1943.6
-0.55284,-0.55284,-0.62349,5.7587e+05,4.1411e+06,-1983.7
-0.3068,-0.3068,-0.90097,5.7589e+05,4.1411e+06,-2011.4
-7.9703e-17,-0.43388,0.90097,5.7592e+05,4.1411e+06,-1831.2
-1.4362e-16,-0.78183,0.62349,5.7592e+05,4.1411e+06,-1859
-1.7909e-16,-0.97493,0.22252,5.7592e+05,4.1411e+06,-1899.1
-1.7909e-16,-0.97493,-0.22252,5.7592e+05,4.1411e+06,-1943.6
-1.4362e-16,-0.78183,-0.62349,5.7592e+05,4.1411e+06,-1983.7
-7.9703e-17,-0.43388,-0.90097,5.7592e+05,4.1411e+06,-2011.4
0.3068,-0.3068,0.90097,5.7595e+05,4.1411e+06,-1831.2
0.55284,-0.55284,0.62349,5.7598e+05,4.1411e+06,-1859
0.68938,-0.68938,0.22252,5.7599e+05,4.1411e+06,-1899.1
0.68938,-0.68938,-0.22252,5.7599e+05,4.1411e+06,-1943.6
0.55284,-0.55284,-0.62349,5.7598e+05,4.1411e+06,-1983.7
0.3068,-0.3068,-0.90097,5.7595e+05,4.1411e+06,-2011.4
0,0,1,5.7563e+05,4.1408e+06,-2130.6
0,0,-1,5.7563e+05,4.1408e+06,-2330.6
0.43388,0,0.90097,5.7568e+05,4.1408e+06,-2140.5
0.78183,0,0.62349,5.7571e+05,4.1408e+06,-2168.3
0.97493,0,0.22252,5.7573e+05,4.1408e+06,-2208.3
0.97493,0,-0.22252,5.7573e+05,4.1408e+06,-2252.9
0.78183,0,-0.62349,5.7571e+05,4.1408e+06,-2292.9
0.43388,0,-0.90097,5.7568e+05,4.1408e+06,-2320.7
0.3068,0.3068,0.90097,5.7566e+05,4.1408e+06,-2140.5
0.55284,0.55284,0.62349,5.7569e+05,4.1408e+06,-2168.3
0.68938,0.68938,0.22252,5.757e+05,4.1408e+06,-2208.3
0.68938,0.68938,-0.22252,5.757e+05,4.1408e+06,-2252.9
0.55284,0.55284,-0.62349,5.7569e+05,4.1408e+06,-2292.9
0.3068,0.3068,-0.90097,5.7566e+05,4.1408e+06,-2320.7
2.6568e-17,0.43388,0.90097,5.7563e+05,4.1408e+06,-2140.5
4.7873e-17,0.78183,0.62349,5.7563e+05,4.1408e+06,-2168.3
5.9697e-17,0.97493,0.22252,5.7563e+05,4.1409e+06,-2208.3
5.9697e-17,0.97493,-0.22252,5.7563e+05,4.1409e+06,-2252.9
4.7873e-17,0.78183,-0.62349,5.7563e+05,4.1408e+06,-2292.9
2.6568e-17,0.43388,-0.90097,5.7563e+05,4.1408e+06,-2320.7
-0.3068,0.3068,0.90097,5.756e+05,4.1408e+06,-2140.5
-0.55284,0.55284,0.62349,5.7558e+05,4.1408e+06,-2168.3
-0.68938,0.68938,0.22252,5.7556e+05,4.1408e+06,-2208.3
-0.68938,0.68938,-0.22252,5.7556e+05,4.1408e+06,-2252.9
-0.55284,0.55284,-0.62349,5.7558e+05,4.1408e+06,-2292.9
-0.3068,0.3068,-0.90097,5.756e+05,4.1408e+06,-2320.7
-0.43388,5.3135e-17,0.90097,5.7559e+05,4.1408e+06,-2140.5
-0.78183,9.5747e-17,0.62349,5.7555e+05,4.1408e+06,-2168.3
-0.97493,1.1939e-16,0.22252,5.7553e+05,4.1408e+06,-2208.3
-0.97493,1.1939e-16,-0.22252,5.7553e+05,4.1408e+06,-2252.9
-0.78183,9.5747e-17,-0.62349,5.7555e+05,4.1408e+06,-2292.9
-0.43388,5.3135e-17,-0.90097,5.7559e+05,4.1408e+06,-2320.7
-0.3068,-0.3068,0.90097,5.756e+05,4.1407e+06,-2140.5
-0.55284,-0.55284,0.62349,5.7558e+05,4.1407e+06,-2168.3
-0.68938,-0.68938,0.22252,5.7556e+05,4.1407e+06,-2208.3
-0.68938,-0.68938,-0.22252,5.7556e+05,4.1407e+06,-2252.9
-0.55284,-0.55284,-0.62349,5.7558e+05,4.1407e+06,-2292.9
-0.3068,-0.3068,-0.90097,5.756e+05,4.1407e+06,-2320.7
-7.9703e-17,-0.43388,0.90097,5.7563e+05,4.1407e+06,-2140.5
-1.4362e-16,-0.78183,0.62349,5.7563e+05,4.1407e+06,-2168.3
-1.7909e-16,-0.97493,0.22252,5.7563e+05,4.1407e+06,-2208.3
-1.7909e-16,-0.97493,-0.22252,5.7563e+05,4.1407e+06,-2252.9
-1.4362e-16,-0.78183,-0.62349,5.7563e+05,4.1407e+06,-2292.9
-7.9703e-17,-0.43388,-0.90097,5.7563e+05,4.1407e+06,-2320.7
0.3068,-0.3068,0.90097,5.7566e+05,4.1407e+06,-2140.5
0.55284,-0.55284,0.62349,5.7569e+05,4.1407e+06,-2168.3
0.68938,-0.68938,0.22252,5.757e+05,4.1407e+06,-2208.3
0.68938,-0.68938,-0.22252,5.757e+05,4.1407e+06,-2252.9
0.55284,-0.55284,-0.62349,5.7569e+05,4.1407e+06,-2292.9
0.3068,-0.3068,-0.90097,5.7566e+05,4.1407e+06,-2320.7
0,0,1,5.75e+05,4.1403e+06,-2383.3
0,0,-1,5.75e+05,4.1403e+06,-2583.3
0.43388,0,0.90097,5.7504e+05,4.1403e+06,-2393.2
0.78183,0,0.62349,5.7508e+05,4.1403e+06,-2420.9
0.97493,0,0.22252,5.751e+05,4.1403e+06,-2461
0.97493,0,-0.22252,5.751e+05,4.1403e+06,-2505.5
0.78183,0,-0.62349,5.7508e+05,4.1403e+06,-2545.6
0.43388,0,-0.90097,5.7504e+05,4.1403e+06,-2573.4
0.3068,0.3068,0.90097,5.7503e+05,4.1403e+06,-2393.2
0.55284,0.55284,0.62349,5.7506e+05,4.1403e+06,-2420.9
0.68938,0.68938,0.22252,5.7507e+05,4.1403e+06,-2461
0.68938,0.68938,-0.22252,5.7507e+05,4.1403e+06,-2505.5
0.55284,0.55284,-0.62349,5.7506e+05,4.1403e+06,-2545.6
0.3068,0.3068,-0.90097,5.7503e+05,4.1403e+06,-2573.4
2.6568e-17,0.43388,0.90097,5.75e+05,4.1403e+06,-2393.2
4.7873e-17,0.78183,0.62349,5.75e+05,4.1403e+06,-2420.9
5.9697e-17,0.97493,0.22252,5.75e+05,4.1404e+06,-2461
5.9697e-17,0.97493,-0.22252,5.75e+05,4.1404e+06,-2505.5
4.7873e-17,0.78183,-0.62349,5.75e+05,4.1403e+06,-2545.6
2.6568e-17,0.43388,-0.90097,5.75e+05,4.1403e+06,-2573.4
-0.3068,0.3068,0.90097,5.7497e+05,4.1403e+06,-2393.2
-0.55284,0.55284,0.62349,5.7495e+05,4.1403e+06,-2420.9
-0.68938,0.68938,0.22252,5.7493e+05,4.1403e+06,-2461
-0.68938,0.68938,-0.22252,5.7493e+05,4.1403e+06,-2505.5
-0.55284,0.55284,-0.62349,5.7495e+05,4.1403e+06,-2545.6
-0.3068,0.3068,-0.90097,5.7497e+05,4.1403e+06,-2573.4
-0.43388,5.3135e-17,0.90097,5.7496e+05,4.1403e+06,-2393.2
-0.78183,9.5747e-17,0.62349,5.7492e+05,4.1403e+06,-2420.9
-0.97493,1.1939e-16,0.22252,5.749e+05,4.1403e+06,-2461
-0.97493,1.1939e-16,-0.22252,5.749e+05,4.1403e+06,-2505.5
-0.78183,9.5747e-17,-0.62349,5.7492e+05,4.1403e+06,-2545.6
-0.43388,5.3135e-17,-0.90097,5.7496e+05,4.1403e+06,-2573.4
-0.3068,-0.3068,0.90097,5.7497e+05,4.1402e+06,-2393.2
-0.55284,-0.55284,0.62349,5.7495e+05,4.1402e+06,-2420.9
-0.68938,-0.68938,0.22252,5.7493e+05,4.1402e+06,-2461
-0.68938,-0.68938,-0.22252,5.7493e+05,4.1402e+06,-2505.5
-0.55284,-0.55284,-0.62349,5.7495e+05,4.1402e+06,-2545.6
-0.3068,-0.3068,-0.90097,5.7497e+05,4.1402e+06,-2573.4
-7.9703e-17,-0.43388,0.90097,5.75e+05,4.1402e+06,-2393.2
-1.4362e-16,-0.78183,0.62349,5.75e+05,4.1402e+06,-2420.9
-1.7909e-16,-0.97493,0.22252,5.75e+05,4.1402e+06,-2461
-1.7909e-16,-0.97493,-0.22252,5.75e+05,4.1402e+06,-2505.5
-1.4362e-16,-0.78183,-0.62349,5.75e+05,4.1402e+06,-2545.6
-7.9703e-17,-0.43388,-0.90097,5.75e+05,4.1402e+06,-2573.4
0.3068,-0.3068,0.90097,5.7503e+05,4.1402e+06,-2393.2
0.55284,-0.55284,0.62349,5.7506e+05,4.1402e+06,-2420.9
0.68938,-0.68938,0.22252,5.7507e+05,4.1402e+06,-2461
0.68938,-0.68938,-0.22252,5.7507e+05,4.1402e+06,-2505.5
0.55284,-0.55284,-0.62349,5.7506e+05,4.1402e+06,-2545.6
0.3068,-0.3068,-0.90097,5.7503e+05,4.1402e+06,-2573.4
0,0,1,5.7455e+05,4.1398e+06,-2596.9
0,0,-1,5.7455e+05,4.1398e+06,-2796.9
0.43388,0,0.90097,5.746e+05,4.1398e+06,-2606.8
0.78183,0,0.62349,5.7463e+05,4.1398e+06,-2634.6
0.97493,0,0.22252,5.7465e+05,4.1398e+06,-2674.7
0.97493,0,-0.22252,5.7465e+05,4.1398e+06,-2719.2
